url,loc,artist,song
http://pizmonet.co.il/wiki/9.1.2000,17,רוקפור,הכעס
http://pizmonet.co.il/wiki/9.1.2000,18,מיקה קרני,תגיד עכשיו
http://pizmonet.co.il/wiki/9.1.2000,19,לולה,ימים של שקט
http://pizmonet.co.il/wiki/9.1.2000,20,ריטה,כמה אירוני
http://pizmonet.co.il/wiki/9.1.2000,21,אביתר בנאי,מחשבות
http://pizmonet.co.il/wiki/9.1.2000,22,מאדורי,נשיקה
http://pizmonet.co.il/wiki/9.1.2000,23,אלי לוזון,הכול בשבילך
http://pizmonet.co.il/wiki/9.1.2000,24,משמרת הצניעות,אל הדקלים
http://pizmonet.co.il/wiki/9.1.2000,25,ירמי קפלן,מה שתחשוב
http://pizmonet.co.il/wiki/16.1.2000,1,מיקה קרני,נישקתי בחורה
http://pizmonet.co.il/wiki/16.1.2000,2,רוקפור ואביב גפן,שוב לא שקט
http://pizmonet.co.il/wiki/16.1.2000,3,אסף אמדורסקי,חלום כהה
http://pizmonet.co.il/wiki/16.1.2000,4,"שב""ק ס'",נופל וקם
http://pizmonet.co.il/wiki/16.1.2000,5,רמי קלינשטיין,שלג
http://pizmonet.co.il/wiki/16.1.2000,6,יזהר אשדות וברי סחרוף,שה לה לה
http://pizmonet.co.il/wiki/16.1.2000,7,דנה אינטרנשיונל,עד סוף הזמן
http://pizmonet.co.il/wiki/16.1.2000,8,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/16.1.2000,9,מיכל אמדורסקי,אין לי מה לומר
http://pizmonet.co.il/wiki/16.1.2000,10,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/16.1.2000,11,אסף אמדורסקי,15 דקות
http://pizmonet.co.il/wiki/16.1.2000,12,החשמליות,לונדון
http://pizmonet.co.il/wiki/16.1.2000,13,יזהר אשדות וברי סחרוף,זמן קסם
http://pizmonet.co.il/wiki/16.1.2000,14,רוקפור,הכעס
http://pizmonet.co.il/wiki/16.1.2000,15,מיקה קרני,אלול בעין כרם
http://pizmonet.co.il/wiki/16.1.2000,16,מיכל אמדורסקי,אל תלך עכשיו
http://pizmonet.co.il/wiki/16.1.2000,17,לולה,ימים של שקט
http://pizmonet.co.il/wiki/16.1.2000,18,בייב,כשתמי עוברת דירה
http://pizmonet.co.il/wiki/16.1.2000,19,בתי,קצת ממך
http://pizmonet.co.il/wiki/16.1.2000,20,"שב""ק ס'",הנה זה בא
http://pizmonet.co.il/wiki/16.1.2000,21,אביתר בנאי,חלון
http://pizmonet.co.il/wiki/16.1.2000,22,מיקה קרני,תגיד עכשיו
http://pizmonet.co.il/wiki/16.1.2000,23,ריטה,כמה אירוני
http://pizmonet.co.il/wiki/16.1.2000,24,מאדורי,נשיקה
http://pizmonet.co.il/wiki/16.1.2000,25,אביתר בנאי,מחשבות
http://pizmonet.co.il/wiki/23.1.2000,1,מיקה קרני,נישקתי בחורה
http://pizmonet.co.il/wiki/23.1.2000,2,אסף אמדורסקי,חלום כהה
http://pizmonet.co.il/wiki/23.1.2000,3,"שב""ק ס'",נופל וקם
http://pizmonet.co.il/wiki/23.1.2000,4,רוקפור ואביב גפן,שוב לא שקט
http://pizmonet.co.il/wiki/23.1.2000,5,יזהר אשדות וברי סחרוף,שה לה לה
http://pizmonet.co.il/wiki/23.1.2000,6,רונה קינן וטל גורדון,כמו שיורד גשם
http://pizmonet.co.il/wiki/23.1.2000,7,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/23.1.2000,8,רמי קלינשטיין,שלג
http://pizmonet.co.il/wiki/23.1.2000,9,דנה אינטרנשיונל,עד סוף הזמן
http://pizmonet.co.il/wiki/23.1.2000,10,מיכל אמדורסקי,אין לי מה לומר
http://pizmonet.co.il/wiki/23.1.2000,11,רוקפור,הכעס
http://pizmonet.co.il/wiki/23.1.2000,12,יזהר אשדות וברי סחרוף,זמן קסם
http://pizmonet.co.il/wiki/23.1.2000,13,בייב,כשתמי עוברת דירה
http://pizmonet.co.il/wiki/23.1.2000,14,אסף אמדורסקי,15 דקות
http://pizmonet.co.il/wiki/23.1.2000,15,לולה,ימים של שקט
http://pizmonet.co.il/wiki/23.1.2000,16,החשמליות,לונדון
http://pizmonet.co.il/wiki/23.1.2000,17,"שב""ק ס'",הנה זה בא
http://pizmonet.co.il/wiki/23.1.2000,18,מיקה קרני,אלול בעין כרם
http://pizmonet.co.il/wiki/23.1.2000,19,בתרי זוזי,לא ניכנע
http://pizmonet.co.il/wiki/23.1.2000,20,עשב בר,עבודה שחורה
http://pizmonet.co.il/wiki/23.1.2000,21,מיכל אמדורסקי,אל תלך עכשיו
http://pizmonet.co.il/wiki/23.1.2000,22,בתי,קצת ממך
http://pizmonet.co.il/wiki/23.1.2000,23,אביתר בנאי,חלון
http://pizmonet.co.il/wiki/23.1.2000,24,מיקה קרני,תגיד עכשיו
http://pizmonet.co.il/wiki/23.1.2000,25,ריטה,כמה אירוני
http://pizmonet.co.il/wiki/30.1.2000,1,רמי קלינשטיין וריטה,תגיד את זה
http://pizmonet.co.il/wiki/30.1.2000,2,"שב""ק ס'",נופל וקם
http://pizmonet.co.il/wiki/30.1.2000,3,מיקה קרני,נישקתי בחורה
http://pizmonet.co.il/wiki/30.1.2000,4,יהודית רביץ,געגוע
http://pizmonet.co.il/wiki/30.1.2000,5,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/30.1.2000,6,אסף אמדורסקי,חלום כהה
http://pizmonet.co.il/wiki/30.1.2000,7,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/30.1.2000,8,רוקפור ואביב גפן,שוב לא שקט
http://pizmonet.co.il/wiki/30.1.2000,9,יזהר אשדות וברי סחרוף,שה לה לה
http://pizmonet.co.il/wiki/30.1.2000,10,בייב,כשתמי עוברת דירה
http://pizmonet.co.il/wiki/30.1.2000,11,יזהר אשדות וברי סחרוף,זמן קסם
http://pizmonet.co.il/wiki/30.1.2000,12,מיכל אמדורסקי,אין לי מה לומר
http://pizmonet.co.il/wiki/30.1.2000,13,לולה,ימים של שקט
http://pizmonet.co.il/wiki/30.1.2000,14,רוקפור,הכעס
http://pizmonet.co.il/wiki/30.1.2000,15,רמי קלינשטיין,שלג
http://pizmonet.co.il/wiki/30.1.2000,16,"שב""ק ס'",הנה זה בא
http://pizmonet.co.il/wiki/30.1.2000,17,אסף אמדורסקי,15 דקות
http://pizmonet.co.il/wiki/30.1.2000,18,דנה אינטרנשיונל,עד סוף הזמן
http://pizmonet.co.il/wiki/30.1.2000,19,מאדורי,אדמה
http://pizmonet.co.il/wiki/30.1.2000,20,ונוס,החוצה לאן
http://pizmonet.co.il/wiki/30.1.2000,21,בתרי זוזי,לא ניכנע
http://pizmonet.co.il/wiki/30.1.2000,22,עשב בר,עבודה שחורה
http://pizmonet.co.il/wiki/30.1.2000,23,החשמליות,לונדון
http://pizmonet.co.il/wiki/30.1.2000,24,מיקה קרני,אלול בעין כרם
http://pizmonet.co.il/wiki/30.1.2000,25,מיכל אמדורסקי,אל תלך עכשיו
http://pizmonet.co.il/wiki/6.2.2000,1,רמי קלינשטיין וריטה,תגיד את זה
http://pizmonet.co.il/wiki/6.2.2000,2,יהודית רביץ,געגוע
http://pizmonet.co.il/wiki/6.2.2000,3,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/6.2.2000,4,"שב""ק ס'",נופל וקם
http://pizmonet.co.il/wiki/6.2.2000,5,מיקה קרני,נישקתי בחורה
http://pizmonet.co.il/wiki/6.2.2000,6,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/6.2.2000,7,דנה ברגר,עד הקצה
http://pizmonet.co.il/wiki/6.2.2000,8,בייב,כשתמי עוברת דירה
http://pizmonet.co.il/wiki/6.2.2000,9,אסף אמדורסקי,חלום כהה
http://pizmonet.co.il/wiki/6.2.2000,10,רוקפור ואביב גפן,שוב לא שקט
http://pizmonet.co.il/wiki/6.2.2000,11,לולה,ימים של שקט
http://pizmonet.co.il/wiki/6.2.2000,12,יזהר אשדות וברי סחרוף,זמן קסם
http://pizmonet.co.il/wiki/6.2.2000,13,זהבה בן,בדידות (הגשם מטפטף)
http://pizmonet.co.il/wiki/6.2.2000,14,מיכל אמדורסקי,אין לי מה לומר
http://pizmonet.co.il/wiki/6.2.2000,15,יזהר אשדות וברי סחרוף,שה לה לה
http://pizmonet.co.il/wiki/6.2.2000,16,אסף אמדורסקי,15 דקות
http://pizmonet.co.il/wiki/6.2.2000,17,רמי קלינשטיין,שלג
http://pizmonet.co.il/wiki/6.2.2000,18,אסף אמדורסקי,רוך וקושי
http://pizmonet.co.il/wiki/6.2.2000,19,הקרפטים,תמידית לא מאושר
http://pizmonet.co.il/wiki/6.2.2000,20,רוקפור,הכעס
http://pizmonet.co.il/wiki/6.2.2000,21,"שב""ק ס'",הנה זה בא
http://pizmonet.co.il/wiki/6.2.2000,22,דנה אינטרנשיונל,עד סוף הזמן
http://pizmonet.co.il/wiki/6.2.2000,23,מאדורי,אדמה
http://pizmonet.co.il/wiki/6.2.2000,24,ונוס,החוצה לאן
http://pizmonet.co.il/wiki/6.2.2000,25,החשמליות,לונדון
http://pizmonet.co.il/wiki/13.2.2000,1,יהודית רביץ,געגוע
http://pizmonet.co.il/wiki/13.2.2000,2,רמי קלינשטיין וריטה,תגיד את זה
http://pizmonet.co.il/wiki/13.2.2000,3,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/13.2.2000,4,לולה,ימים של שקט
http://pizmonet.co.il/wiki/13.2.2000,5,דנה ברגר,עד הקצה
http://pizmonet.co.il/wiki/13.2.2000,6,"שב""ק ס'",נופל וקם
http://pizmonet.co.il/wiki/13.2.2000,7,מיקה קרני,נישקתי בחורה
http://pizmonet.co.il/wiki/13.2.2000,8,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/13.2.2000,9,ערן צור,הוא והיא
http://pizmonet.co.il/wiki/13.2.2000,10,אסף אמדורסקי,חלום כהה
http://pizmonet.co.il/wiki/13.2.2000,11,רוקפור ואביב גפן,שוב לא שקט
http://pizmonet.co.il/wiki/13.2.2000,12,זהבה בן,בדידות (הגשם מטפטף)
http://pizmonet.co.il/wiki/13.2.2000,13,בייב,כשתמי עוברת דירה
http://pizmonet.co.il/wiki/13.2.2000,14,יזהר אשדות וברי סחרוף,שה לה לה
http://pizmonet.co.il/wiki/13.2.2000,15,רונית שחר,תירגעי עכשיו
http://pizmonet.co.il/wiki/13.2.2000,16,יזהר אשדות וברי סחרוף,זמן קסם
http://pizmonet.co.il/wiki/13.2.2000,17,הקרפטים,תמידית לא מאושר
http://pizmonet.co.il/wiki/13.2.2000,18,החשמליות,חורף נשבר
http://pizmonet.co.il/wiki/13.2.2000,19,אסף אמדורסקי,רוך וקושי
http://pizmonet.co.il/wiki/13.2.2000,20,"שב""ק ס'",הנה זה בא
http://pizmonet.co.il/wiki/13.2.2000,21,דנה אינטרנשיונל,עד סוף הזמן
http://pizmonet.co.il/wiki/13.2.2000,22,רוקפור,הכעס
http://pizmonet.co.il/wiki/13.2.2000,23,רמי קלינשטיין,שלג
http://pizmonet.co.il/wiki/13.2.2000,24,מאדורי,אדמה
http://pizmonet.co.il/wiki/13.2.2000,25,ונוס,החוצה לאן
http://pizmonet.co.il/wiki/20.2.2000,1,יהודית רביץ,געגוע
http://pizmonet.co.il/wiki/20.2.2000,2,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/20.2.2000,3,דנה ברגר,עד הקצה
http://pizmonet.co.il/wiki/20.2.2000,4,ערן צור,הוא והיא
http://pizmonet.co.il/wiki/20.2.2000,5,חמי רודנר,בואי ניפרד
http://pizmonet.co.il/wiki/20.2.2000,6,רמי קלינשטיין וריטה,תגיד את זה
http://pizmonet.co.il/wiki/20.2.2000,7,רונית שחר,תירגעי עכשיו
http://pizmonet.co.il/wiki/20.2.2000,8,לולה,ימים של שקט
http://pizmonet.co.il/wiki/20.2.2000,9,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/20.2.2000,10,זהבה בן,בדידות (הגשם מטפטף)
http://pizmonet.co.il/wiki/20.2.2000,11,אסף אמדורסקי,חלום כהה
http://pizmonet.co.il/wiki/20.2.2000,12,"שב""ק ס'",נופל וקם
http://pizmonet.co.il/wiki/20.2.2000,13,רוקפור ואביב גפן,שוב לא שקט
http://pizmonet.co.il/wiki/20.2.2000,14,מיקה קרני,נישקתי בחורה
http://pizmonet.co.il/wiki/20.2.2000,15,יהודית רביץ,הרגע שלפני
http://pizmonet.co.il/wiki/20.2.2000,16,הקרפטים,תמידית לא מאושר
http://pizmonet.co.il/wiki/20.2.2000,17,בייב,כשתמי עוברת דירה
http://pizmonet.co.il/wiki/20.2.2000,18,לולה,בקרוב אצלכם
http://pizmonet.co.il/wiki/20.2.2000,19,החשמליות,חורף נשבר
http://pizmonet.co.il/wiki/20.2.2000,20,היי פייב,אחלום לנצח
http://pizmonet.co.il/wiki/20.2.2000,21,אסף אמדורסקי,רוך וקושי
http://pizmonet.co.il/wiki/20.2.2000,22,יזהר אשדות וברי סחרוף,שה לה לה
http://pizmonet.co.il/wiki/20.2.2000,23,"שב""ק ס'",הנה זה בא
http://pizmonet.co.il/wiki/20.2.2000,24,רמי קלינשטיין,שלג
http://pizmonet.co.il/wiki/20.2.2000,25,יזהר אשדות וברי סחרוף,זמן קסם
http://pizmonet.co.il/wiki/27.2.2000,1,חמי רודנר ושליחי הבלוז,בואי ניפרד
http://pizmonet.co.il/wiki/27.2.2000,2,דנה ברגר,עד הקצה
http://pizmonet.co.il/wiki/27.2.2000,3,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/27.2.2000,4,יהודית רביץ,געגוע
http://pizmonet.co.il/wiki/27.2.2000,5,שלמה ארצי,נוף ילדות
http://pizmonet.co.il/wiki/27.2.2000,6,רונית שחר,תירגעי עכשיו
http://pizmonet.co.il/wiki/27.2.2000,7,ערן צור,הוא והיא
http://pizmonet.co.il/wiki/27.2.2000,8,רמי קלינשטיין וריטה,תגיד את זה
http://pizmonet.co.il/wiki/27.2.2000,9,דנה ברגר,לומדת לעוף
http://pizmonet.co.il/wiki/27.2.2000,10,לולה,ימים של שקט
http://pizmonet.co.il/wiki/27.2.2000,11,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/27.2.2000,12,רמי קלינשטיין,כשאני רוקד אתך
http://pizmonet.co.il/wiki/27.2.2000,13,זהבה בן,בדידות (הגשם מטפטף)
http://pizmonet.co.il/wiki/27.2.2000,14,הקרפטים,תמידית לא מאושר
http://pizmonet.co.il/wiki/27.2.2000,15,אסף אמדורסקי,חלום כהה
http://pizmonet.co.il/wiki/27.2.2000,16,יהודית רביץ,הרגע שלפני
http://pizmonet.co.il/wiki/27.2.2000,17,לולה,בקרוב אצלכם
http://pizmonet.co.il/wiki/27.2.2000,18,מיקה קרני,נישקתי בחורה
http://pizmonet.co.il/wiki/27.2.2000,19,בייב,כשתמי עוברת דירה
http://pizmonet.co.il/wiki/27.2.2000,20,"שב""ק ס'",מפילים את הפצצה
http://pizmonet.co.il/wiki/27.2.2000,21,"שב""ק ס'",נופל וקם
http://pizmonet.co.il/wiki/27.2.2000,22,רוקפור ואביב גפן,שוב לא שקט
http://pizmonet.co.il/wiki/27.2.2000,23,החשמליות,חורף נשבר
http://pizmonet.co.il/wiki/27.2.2000,24,היי פייב,אחלום לנצח
http://pizmonet.co.il/wiki/27.2.2000,25,אסף אמדורסקי,רוך וקושי
http://pizmonet.co.il/wiki/5.3.2000,1,דנה ברגר,עד הקצה
http://pizmonet.co.il/wiki/5.3.2000,2,חמי רודנר ושליחי הבלוז,בואי ניפרד
http://pizmonet.co.il/wiki/5.3.2000,3,שלמה ארצי,נוף ילדות
http://pizmonet.co.il/wiki/5.3.2000,4,רונית שחר,תירגעי עכשיו
http://pizmonet.co.il/wiki/5.3.2000,5,יהודית רביץ,געגוע
http://pizmonet.co.il/wiki/5.3.2000,6,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/5.3.2000,7,פבלו רוזנברג ויואב יצחק,ילדונת
http://pizmonet.co.il/wiki/5.3.2000,8,דנה ברגר,לומדת לעוף
http://pizmonet.co.il/wiki/5.3.2000,9,ערן צור,הוא והיא
http://pizmonet.co.il/wiki/5.3.2000,10,רמי קלינשטיין וריטה,תגיד את זה
http://pizmonet.co.il/wiki/5.3.2000,11,אביתר בנאי,עדר של שוורים
http://pizmonet.co.il/wiki/5.3.2000,12,הקרפטים,תמידית לא מאושר
http://pizmonet.co.il/wiki/5.3.2000,13,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/5.3.2000,14,לולה,ימים של שקט
http://pizmonet.co.il/wiki/5.3.2000,15,רמי קלינשטיין,כשאני רוקד אתך
http://pizmonet.co.il/wiki/5.3.2000,16,זהבה בן,בדידות (הגשם מטפטף)
http://pizmonet.co.il/wiki/5.3.2000,17,מיכל אמדורסקי,קוני
http://pizmonet.co.il/wiki/5.3.2000,18,אסף אמדורסקי,חלום כהה
http://pizmonet.co.il/wiki/5.3.2000,19,"שב""ק ס'",מפילים את הפצצה
http://pizmonet.co.il/wiki/5.3.2000,20,גלית אטלס,עד שבאה
http://pizmonet.co.il/wiki/5.3.2000,21,יהודית רביץ,הרגע שלפני
http://pizmonet.co.il/wiki/5.3.2000,22,מיקה קרני,נישקתי בחורה
http://pizmonet.co.il/wiki/5.3.2000,23,בייב,כשתמי עוברת דירה
http://pizmonet.co.il/wiki/5.3.2000,24,"שב""ק ס'",נופל וקם
http://pizmonet.co.il/wiki/5.3.2000,25,רוקפור ואביב גפן,שוב לא שקט
http://pizmonet.co.il/wiki/12.3.2000,1,חמי רודנר ושליחי הבלוז,בואי ניפרד
http://pizmonet.co.il/wiki/12.3.2000,2,שלמה ארצי,נוף ילדות
http://pizmonet.co.il/wiki/12.3.2000,3,פבלו רוזנברג ויואב יצחק,ילדונת
http://pizmonet.co.il/wiki/12.3.2000,4,דנה ברגר,עד הקצה
http://pizmonet.co.il/wiki/12.3.2000,5,דנה ברגר,לומדת לעוף
http://pizmonet.co.il/wiki/12.3.2000,6,ערן צור,הוא והיא
http://pizmonet.co.il/wiki/12.3.2000,7,רונית שחר,תירגעי עכשיו
http://pizmonet.co.il/wiki/12.3.2000,8,יהודית רביץ,געגוע
http://pizmonet.co.il/wiki/12.3.2000,9,רמי קלינשטיין וריטה,תגיד את זה
http://pizmonet.co.il/wiki/12.3.2000,10,זהבה בן,מלך אמיתי
http://pizmonet.co.il/wiki/12.3.2000,11,הקרפטים,תמידית לא מאושר
http://pizmonet.co.il/wiki/12.3.2000,12,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/12.3.2000,13,לולה,ימים של שקט
http://pizmonet.co.il/wiki/12.3.2000,14,רונית שחר,ניתקת ממך
http://pizmonet.co.il/wiki/12.3.2000,15,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/12.3.2000,16,רמי קלינשטיין,כשאני רוקד אתך
http://pizmonet.co.il/wiki/12.3.2000,17,שלומי שבת ושרון קרלן,חלליות בלב
http://pizmonet.co.il/wiki/12.3.2000,18,אביתר בנאי,עדר של שוורים
http://pizmonet.co.il/wiki/12.3.2000,19,גלית אטלס,עד שבאה
http://pizmonet.co.il/wiki/12.3.2000,20,"שב""ק ס'",מפילים את הפצצה
http://pizmonet.co.il/wiki/12.3.2000,21,זהבה בן,בדידות (הגשם מטפטף)
http://pizmonet.co.il/wiki/12.3.2000,22,מיכל אמדורסקי,קוני
http://pizmonet.co.il/wiki/12.3.2000,23,יהודית רביץ,הרגע שלפני
http://pizmonet.co.il/wiki/12.3.2000,24,אסף אמדורסקי,חלום כהה
http://pizmonet.co.il/wiki/12.3.2000,25,"שב""ק ס'",נופל וקם
http://pizmonet.co.il/wiki/19.3.2000,1,חמי רודנר ושליחי הבלוז,בואי ניפרד
http://pizmonet.co.il/wiki/19.3.2000,2,פבלו רוזנברג ויואב יצחק,ילדונת
http://pizmonet.co.il/wiki/19.3.2000,3,שלמה ארצי,נוף ילדות
http://pizmonet.co.il/wiki/19.3.2000,4,ערן צור,לילות של ירח מלא
http://pizmonet.co.il/wiki/19.3.2000,5,יהודית רביץ,געגוע
http://pizmonet.co.il/wiki/19.3.2000,6,דנה ברגר,לומדת לעוף
http://pizmonet.co.il/wiki/19.3.2000,7,זהבה בן,מלך אמיתי
http://pizmonet.co.il/wiki/19.3.2000,8,ערן צור,הוא והיא
http://pizmonet.co.il/wiki/19.3.2000,9,דנה ברגר,עד הקצה
http://pizmonet.co.il/wiki/19.3.2000,10,רונית שחר,תירגעי עכשיו
http://pizmonet.co.il/wiki/19.3.2000,11,רמי קלינשטיין וריטה,תגיד את זה
http://pizmonet.co.il/wiki/19.3.2000,12,הקרפטים,תמידית לא מאושר
http://pizmonet.co.il/wiki/19.3.2000,13,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/19.3.2000,14,שלמה ארצי ושמעון בוסקילה,עלש
http://pizmonet.co.il/wiki/19.3.2000,15,רונית שחר,ניתקת ממך
http://pizmonet.co.il/wiki/19.3.2000,16,שלומי שבת ושרון קרלן,חלליות בלב
http://pizmonet.co.il/wiki/19.3.2000,17,לולה,ימים של שקט
http://pizmonet.co.il/wiki/19.3.2000,18,רעש,אחרי שהתווכחנו
http://pizmonet.co.il/wiki/19.3.2000,19,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/19.3.2000,20,עמיר בניון,אותו מקום אותה הרוח
http://pizmonet.co.il/wiki/19.3.2000,21,רמי קלינשטיין,כשאני רוקד אתך
http://pizmonet.co.il/wiki/19.3.2000,22,אביתר בנאי,עדר של שוורים
http://pizmonet.co.il/wiki/19.3.2000,23,מיכל אמדורסקי,קוני
http://pizmonet.co.il/wiki/19.3.2000,24,גלית אטלס,עד שבאה
http://pizmonet.co.il/wiki/19.3.2000,25,"שב""ק ס'",מפילים את הפצצה
http://pizmonet.co.il/wiki/26.3.2000,1,ערן צור,לילות של ירח מלא
http://pizmonet.co.il/wiki/26.3.2000,2,חמי רודנר ושליחי הבלוז,בואי ניפרד
http://pizmonet.co.il/wiki/26.3.2000,3,חמי רודנר ושליחי הבלוז,גאולה
http://pizmonet.co.il/wiki/26.3.2000,4,שלמה ארצי,נוף ילדות
http://pizmonet.co.il/wiki/26.3.2000,5,יהודית רביץ,בך לא נוגע
http://pizmonet.co.il/wiki/26.3.2000,6,יהודית רביץ,געגוע
http://pizmonet.co.il/wiki/26.3.2000,7,תמר גלעדי,האהבה מתה
http://pizmonet.co.il/wiki/26.3.2000,8,פבלו רוזנברג ויואב יצחק,ילדונת
http://pizmonet.co.il/wiki/26.3.2000,9,ערן צור,הוא והיא
http://pizmonet.co.il/wiki/26.3.2000,10,זהבה בן,מלך אמיתי
http://pizmonet.co.il/wiki/26.3.2000,11,שרית חדד,לעשות מה שבא לי
http://pizmonet.co.il/wiki/26.3.2000,12,דנה ברגר,לומדת לעוף
http://pizmonet.co.il/wiki/26.3.2000,13,דנה ברגר,עד הקצה
http://pizmonet.co.il/wiki/26.3.2000,14,שלמה ארצי ושמעון בוסקילה,עלש
http://pizmonet.co.il/wiki/26.3.2000,15,שלומי שבת ושרון קרלן,חלליות בלב
http://pizmonet.co.il/wiki/26.3.2000,16,הקרפטים,תמידית לא מאושר
http://pizmonet.co.il/wiki/26.3.2000,17,רונית שחר,תירגעי עכשיו
http://pizmonet.co.il/wiki/26.3.2000,18,לולה,ימים של שקט
http://pizmonet.co.il/wiki/26.3.2000,19,רעש,אחרי שהתווכחנו
http://pizmonet.co.il/wiki/26.3.2000,20,רמי קלינשטיין וריטה,תגיד את זה
http://pizmonet.co.il/wiki/26.3.2000,21,רונית שחר,ניתקת ממך
http://pizmonet.co.il/wiki/26.3.2000,22,זהבה בן,להשתגע
http://pizmonet.co.il/wiki/26.3.2000,23,טל גורדון ורונה קינן,כמו שיורד גשם
http://pizmonet.co.il/wiki/26.3.2000,24,עמיר בניון,אותו מקום אותה הרוח
http://pizmonet.co.il/wiki/26.3.2000,25,רמי קלינשטיין,כשאני רוקד אתך
http://pizmonet.co.il/wiki/2.4.2000,1,ערן צור,לילות של ירח מלא
